ID,Males intemperate,Females intemperate,Can read,Can write,Born slaves,Bought freedom,Attend religious meetings,Not attend religious meetings,Belong to temperance societies,Source
1027,,,2,1,,,2,,,City
1028,,,,,,,1,,,City
1029,,,2,,,,3,,1,City
1030,,,1,,,,1,,,City
1031,,,2,,,,2,,,City
1032,,,2,,1,,3,,,City
1033,,,5,5,,,7,,1,City
1034,,,4,4,,,3,2,,City
1035,,,3,3,,,3,,,City
1036,,,2,1,,,4,,,City
1037,,,2,2,1,,4,,1,City
1038,,,6,6,,,6,,,City
1039,,,1,1,,,2,,,City
1040,1,,3,3,,,3,1,1,City
1041,,,2,,,,2,5,,City
1042,,,1,1,,,4,,,City
1043,,,,,,,1,,,City
1044,,,,,,,,,,City
1045,,,,,1,,6,,,City
1046,,,1,1,2,1,2,1,,City
1047,,,5,3,,,4,1,,City
1048,,,5,3,,,8,,,City
1049,,,3,1,,,3,2,,City
1050,,,5,4,2,,6,1,1,City
1051,,,6,5,4,3,6,,3,City
1052,,,5,5,,,6,,,City
1053,,,1,1,1,,3,,1,City
1054,,,2,2,,,3,,,City
1055,,,1,,,,5,,2,City
1056,,,1,,,,2,,,City
1057,,,1,,1,,1,,,City
1058,,,5,3,2,,5,,2,City
1059,,,8,8,,,9,,1,City
1060,,,1,1,,,1,,,City
1061,,,1,,1,1,1,,,City
1062,,,3,3,,,5,,1,City
1063,,,2,1,,,3,,,City
1064,,,3,2,,,4,,,City
1065,,,,,1,,1,,,City
1066,,,,,,,3,1,,City
1067,,,3,,,,4,,,City
1068,,,1,,,,2,,,City
1069,,,3,2,,,3,,,City
1070,,,2,2,,,4,,,City
1071,,,3,2,,,3,,,City
1072,,,1,,,,4,,,City
1073,,,1,,,,2,,,City
1074,1,,,,,,3,,,City
1075,,,7,7,,,9,,,City
1076,,,2,1,,,3,,,City
1077,,,2,1,,,1,1,,City
1078,,,4,2,,,5,,,City
1079,,,3,2,,,3,,3,City
1080,,,2,2,,,4,,1,City
1081,,,2,2,,,4,,,City
1082,,,4,3,,,4,,,City
1083,,,1,,1,,3,,,City
1084,,,2,,2,,,,,City
1085,,,1,1,,,1,,,City
1086,1,2,1,,2,,7,1,,City
1087,,,1,1,1,,2,,,City
1088,,,3,2,,,3,,,City
1089,,,2,1,,,2,,,City
1090,,,,,,,3,,1,City
1091,,,1,,,,2,,,City
1092,,,1,,,,2,,1,City
1093,,,5,5,1,1,5,,1,City
1094,,,2,2,,,2,,,City
1095,,,5,2,2,2,2,5,,City
1096,,,1,,1,1,2,,,City
1097,,,5,3,,,6,1,,City
1098,,,1,1,,,1,1,,City
1099,,,6,6,,,13,,,City
1100,,,1,1,,,2,,,City
1101,,,1,,,,1,,,City
1102,,,3,3,,,3,,,City
1103,,,2,,,,2,,,City
1104,,,2,1,,,2,,,City
1105,,,,,,,1,,,City
1106,,,4,1,1,1,4,,,City
1107,,,2,2,,,3,2,,City
1108,,,2,1,,,5,,1,City
1109,,,,,1,,1,,,City
1110,,,1,1,,,2,,,City
1111,,,1,,,,1,,,City
1112,,,4,2,,,3,3,,City
1113,,,2,1,1,1,2,,,City
1114,,,3,2,,,3,2,,City
1115,,,2,,3,,4,,,City
1116,,,1,,,,1,,,City
1117,,,1,1,,,4,,,City
1118,,,1,,,,2,,,City
1119,,,1,1,,,2,,,City
1120,,,,,,,2,,,City
1121,,,,,,,,1,,City
1122,,,,,,,1,,,City
1123,,,1,1,,,3,,,City
1124,,,2,,1,,5,2,1,City
1125,,,1,,2,,3,1,,City
1126,,,2,1,,,2,,,City
1127,,,1,,1,,2,,,City
1128,,,2,2,1,,3,,,City
1129,,,5,2,,,7,,,City
1130,,,1,,,,2,,,City
1131,5,,3,3,,,5,,,City
1132,,,,,1,,1,,,City
1133,,,,,,,1,,,City
1134,,,3,3,1,1,6,,,City
1135,,,2,1,,,3,,,City
1136,,,1,1,,,3,,1,City
1137,,,4,3,,,5,2,,City
1138,,,2,2,,,3,,1,City
1139,,,1,1,1,,1,,,City
1140,,,2,1,1,,4,,,City
1141,,,3,2,,,4,,,City
1142,,,5,,,,6,,,City
1143,,,2,1,,,5,,1,City
1144,,,5,2,1,,5,,1,City
1145,,,1,,1,,2,,,City
1146,,,,,1,,2,,,City
1147,,,,,1,,1,,,City
1148,,,1,,,,1,,,City
1149,,,1,1,,,2,,,City
1150,,,2,,,,2,,,City
1151,1,,1,,,,4,,,City
1152,,,1,,,,1,2,,City
1153,,,,,,,1,,,City
1154,,,1,1,,,2,,,City
1155,,,3,3,2,,7,,,City
1156,,,4,2,2,4,4,,,City
1157,,,1,,1,,2,,,City
1158,,,3,1,,,,9,,City
1159,,,1,,1,,5,,,City
1160,1,,,,1,,,2,,City
1161,,,,,,,2,,,City
1162,,,,,,,1,,,City
1163,,,2,,,,2,,,City
1164,,,3,3,,,2,,,City
1165,,,1,1,,,2,1,,City
1166,,,1,1,,,2,,,City
1167,,,3,2,,,3,,,City
1168,1,2,2,2,,,1,2,,City
1169,,,1,,1,,1,,,City
1170,,,,,1,,1,,,City
1171,1,1,2,,,,,2,,City
1172,,1,1,,,,1,,,City
1173,,,2,,,,3,,,City
1174,,,1,1,2,,2,2,,City
1175,,,,,1,,2,,,City
1176,,,2,1,,,2,,,City
1177,,,,,,,1,,,City
1178,1,,1,,,,2,1,,City
1179,,,4,4,,,5,,2,City
1180,,,2,2,,,2,,1,City
1181,,,4,4,,,5,,,City
1182,,,1,,,,5,,,City
1183,,,2,2,,,3,,,City
1184,,,,,2,2,3,,,City
1185,,,1,1,1,,2,,,City
1186,,,4,3,,,6,,,City
1187,,,2,1,,,2,,,City
1188,,,1,1,,,2,,,City
1189,,,,,,,2,,,City
1190,,,2,1,,,2,,,City
1191,,,,,,,1,,,City
1192,,,2,1,,,,2,,City
1193,,,3,1,2,,4,,,City
1194,,,1,1,2,1,3,,1,City
1195,,,1,,1,,1,,,City
1196,,,1,1,,,1,,,City
1197,,,,,,,,2,,City
1198,1,,,,1,,,1,,City
1199,,,3,1,,,2,1,,City
1200,,,1,1,1,,2,,,City
1201,,,2,2,,,2,,,City
1202,,,,,,,1,,,City
1203,,,,,,,1,,,City
1204,,,,,,,1,,,City
1205,,,2,,,,3,,,City
1206,,,1,,,,1,,,City
1207,,,3,,,,7,,,City
1208,,,,,,,,,,City
1209,,,1,,,,1,,,City
1210,,,2,1,,,2,,,City
1211,,,4,3,1,,6,,,City
1212,,,4,3,,,1,1,,City
1213,,,3,3,,,2,5,,City
1214,,,3,2,,,3,1,,City
1215,,,1,1,,,1,5,1,City
1216,,,1,1,,,,2,,City
1217,,,3,3,2,1,5,,,City
1218,,,1,,,,1,,,City
1219,,,3,3,,,4,,,City
1220,,,2,1,1,1,3,,,City
1221,,,1,1,,,2,,,City
1222,,,1,1,1,,6,,,City
1223,,,2,,,,2,,,City
1224,,,5,1,7,,7,,,City
1225,,,2,1,2,,7,,,City
1226,,,1,1,,,1,,,City
1227,,,2,,1,,7,,,City
1228,,,4,1,1,1,7,,,City
1229,1,,5,5,,,5,1,,City
1230,,,2,2,,,1,3,,City
1231,,,1,1,1,,4,,,City
1232,,,,,,,1,1,,City
1233,,2,2,,,,2,,,City
1234,,,1,1,,,3,,,City
1235,,,1,,,,1,,,City
1236,,,2,1,,,3,,,City
1237,,,1,,,,1,,,City
1238,,,,,,,5,,,City
1239,,,2,,,,3,,,City
1240,,,2,1,,,2,,,City
1241,,,,,,,1,,,City
1242,,,4,,,,2,2,,City
1243,,,1,,,,,3,,City
1244,,,3,3,1,1,6,,,City
1245,1,1,3,2,,,,4,,City
1246,,,,,1,,1,,,City
1247,,,,,,,,2,,City
1248,,,1,1,1,,4,,1,City
1249,,,2,1,,,4,,,City
1250,,,,,,,2,1,,City
1251,1,,1,,,,,1,,City
1252,,,1,1,,,2,,,City
1253,1,,1,1,,,1,1,,City
1254,,,,,,,1,1,,City
1255,,,1,,,,2,1,,City
1256,,,3,1,,,1,2,,City
1257,,,1,,,,,2,,City
1258,,,3,1,1,,4,1,,City
1259,,,3,3,,,7,,,City
1260,,,2,,,,,7,,City
1261,,,,,,,,1,,City
1262,,,2,1,,,2,,,City
1263,1,,3,1,,,3,1,1,City
1264,,,1,1,,,2,,,City
1265,,,2,,,,,3,,City
1266,,,,,,,,2,,City
1267,,,2,1,,,3,,,City
1268,,,2,1,,,2,,,City
1269,,,2,,,,5,,,City
1270,,1,3,,,,,7,,City
1271,,,1,1,,,1,3,,City
1272,,,2,,,,,3,,City
1273,,,2,1,,,3,,,City
1274,,,2,2,,,2,,,City
1275,,,2,2,,,5,,,City
1276,,,1,1,,,1,,,City
1277,,,3,,,,3,2,,City
1278,,,2,1,,,1,1,,City
1279,,,,,,,1,,,City
1280,,,6,6,1,,5,,,City
1281,,,4,3,1,,6,,,City
1282,,,2,1,,,3,,1,City
1283,,,3,2,,,,4,,City
1284,,1,,,2,,2,,,City
1285,1,,1,1,,,,6,,City
1286,2,,2,,,,2,2,,City
1287,1,,1,1,,,1,1,,City
1288,,,3,3,,,3,,,City
1289,,,2,1,1,,2,3,,City
1290,,,3,,,,3,,,City
1291,,,1,1,,,2,,2,City
1292,,,2,2,,,1,1,1,City
1293,,,1,1,,,,2,,City
1294,,,,,,,,4,,City
1295,,,1,,,,,3,,City
1296,,,3,1,1,,,4,1,City
1297,,,,,1,,,1,,City
1298,,,,,,,4,,,City
1299,,,1,,,,4,,,City
1300,,,1,1,,,2,,,City
1301,,,1,,,,4,,,City
1302,,,1,,1,,3,,,City
1303,,,2,,,,2,,,City
1304,,,1,1,,,2,,,City
1305,,,1,,,,1,1,,City
1306,,,3,,,,5,,,City
1307,,,1,1,,,2,,,City
1308,,,,,,,1,,,City
1309,,,4,,1,,6,,,City
1310,,,,,,,,3,,City
1311,1,,3,3,,,1,,,City
1312,,,,,,,,,,City
1313,,,2,2,,,,,,City
1314,,,3,3,1,,3,3,,City
1315,,,1,,,,,2,,City
1316,,,1,,,,,3,,City
1317,,,3,1,,,1,3,1,City
1318,,,1,,,,,6,,City
1319,,,1,,,,,,,City
1320,1,,,,,,,2,,City
1321,,,,,1,,2,,,City
1322,,,2,1,,,6,,1,City
1323,,,2,1,,,,3,,City
1324,,,2,,,,3,2,,City
1325,,,2,,,,,2,,City
1326,,1,2,1,,,,3,,City
1327,1,,2,2,,,,3,,City
1328,2,1,1,,,,2,3,,City
1329,1,1,2,2,,,,2,,City
1330,,,,,,,1,,,City
1331,,1,,,1,,2,,,City
1332,,,1,1,,,,3,,City
1333,,,1,,,,1,1,,City
1334,,,1,1,2,,,3,,City
1335,,1,1,,,,1,1,,City
1336,1,,1,1,,,1,1,,City
1337,,,4,4,,,4,,1,City
1338,,,2,1,2,2,4,,,City
1339,,,2,1,,,2,,,City
1340,,,3,1,,,2,,,City
1341,,,1,1,,,2,,,City
1342,,,1,1,,,2,,,City
1343,,,3,1,,,5,,,City
1344,,,,,,,,4,,City
1345,,,,,,,1,,,City
1346,,,,,,,2,,,City
1347,,,1,,,,1,1,,City
1348,1,,,,,,4,,,City
1349,,,1,,,,1,1,,City
1350,,,1,,,,1,,,City
1351,,,1,1,,,2,,,City
1352,,,4,4,,,4,,4,City
1353,,,2,,,,2,,,City
1354,,,3,2,,,3,,,City
1355,,,5,5,,,3,2,,City
1356,,,5,4,1,,5,,,City
1357,,,2,1,,,,2,,City
1358,,,,,1,,2,,,City
1359,,,1,1,,,1,,,City
1360,1,,1,1,,,2,,,City
1361,,,2,1,,,2,,,City
1362,,,1,1,,,1,,,City
1363,,,6,6,,,7,,,City
1364,,,2,1,,,2,,,City
1365,,,5,3,1,,5,1,,City
1366,,,4,3,1,,2,2,,City
1367,,,3,3,,,3,,,City
1368,,,2,2,,,,4,,City
1369,,1,1,,,,,2,,City
1370,,,1,,,,,2,,City
1371,,,1,1,1,1,2,,,City
1372,,,3,2,1,1,3,,,City
1373,,,3,2,1,,3,,,City
1374,,,2,2,,,2,,,City
1375,,,2,,,,3,,,City
1376,,,1,1,,,3,,,City
1377,,,,,1,,1,,,City
1378,,,7,7,,,8,,,City
1379,,,7,6,,,7,,1,City
1380,,,1,1,,,2,,1,City
1381,,,,,1,,2,,,City
1382,,,2,1,,,2,,,City
1383,,,5,3,1,,5,,,City
1384,,,1,1,,,2,,,City
1385,,,2,1,,,2,,,City
1386,,,,,,,1,,,City
1387,,,1,1,1,,1,,,City
1388,,,7,6,2,2,8,,3,City
1389,,,3,,,,3,,1,City
1390,,,4,2,,,7,,,City
1391,,,1,1,,,2,,,City
1392,,,1,1,,,2,4,,City
1393,,,1,1,,,2,,,City
1394,,,2,1,2,1,2,,,City
1395,,,6,2,,,6,,,City
1396,1,,2,,2,,3,,,City
1397,,,1,,1,,1,,,City
1398,,,1,,1,,1,,,City
1399,,,3,2,,,3,,,City
1400,,,3,3,,,4,,,City
1401,,,3,3,,,4,3,,City
1402,,,5,2,1,1,5,,,City
1403,,,1,,1,,2,,,City
1404,,,,,,,1,,,City
1405,,,2,2,,,2,,,City
1406,,,,,1,,1,,,City
1407,,,1,1,,,2,,1,City
1408,,,2,1,1,,2,,,City
1409,,,,,,,2,2,,City
1410,,,1,1,2,,2,,,City
1411,,,4,1,1,1,3,4,,City
1412,,,1,1,3,,2,3,1,City
1413,,,4,1,,,4,,,City
1414,,,2,,,,3,,,City
1415,,,2,,1,1,3,,,City
1416,,,2,1,,,2,,,City
1417,,,3,2,1,,3,,,City
1418,,,3,2,2,1,5,,,City
1419,,,3,3,,,3,,,City
1420,,,2,2,,,3,,,City
1421,,,3,3,2,2,3,,,City
1422,,,2,,,,2,,,City
1423,,,1,,,,3,,,City
1424,,,1,1,,,2,,,City
1425,,,4,1,1,,4,,,City
1426,,,2,2,,,2,,,City
1427,,,2,2,,,2,,,City
1428,,,3,1,,,6,,,City
1429,,,2,1,,,2,,1,City
1430,,,2,2,1,,3,,,City
1431,,,3,2,1,,3,,,City
1432,,,4,3,,,6,,,City
1433,,,2,,,,4,,,City
1434,,,2,1,,,9,,,City
1435,,,1,,,,1,,,City
1436,,,3,1,1,,4,,,City
1437,,,2,1,1,1,1,1,,City
1438,,,2,1,2,,1,,,City
1439,,,2,,1,,4,,,City
1440,,,3,2,1,,1,3,,City
1441,,,2,,1,1,3,,,City
1442,,,3,,,,1,3,1,City
1443,,,1,1,1,,3,2,1,City
1444,,,1,1,1,,1,,,City
1445,,,1,1,,,1,,,City
1446,,,3,2,1,,5,,,City
1447,,,,,,,2,,,City
1448,,,,,,,2,,,City
1449,,,1,,1,,3,,,City
1450,,,,,,,1,,,City
1451,,,1,1,,,3,,,City
1452,1,,1,,,,,2,,City
1453,,,2,2,,,2,,,City
1454,,,2,2,,,3,,,City
1455,,,4,2,,,1,3,1,City
1456,,,,,,,2,,,City
1457,,,7,4,1,,6,1,2,City
1458,,,6,2,,,7,,1,City
1459,,,3,1,,,1,4,,City
1460,,,1,,,,2,,,City
1461,,,2,,,,4,,,City
1462,,,3,3,2,2,4,,,City
1463,,,3,2,,,3,2,,City
1464,,,1,1,,,,2,1,City
1465,,,,,1,,2,1,,City
1466,,,1,,4,,4,,,City
1467,,,5,4,2,2,7,,2,City
1468,,,,,1,,6,,,City
1469,,,,,,,,5,,City
1470,,,3,2,1,,4,,,City
1471,,,,,,,,2,,City
1472,1,,2,,1,,1,,,City
1473,1,1,,,,,,4,,City
1474,,,2,1,,,7,,,City
1475,,,1,,1,,,3,,City
1476,,,1,,,,2,,,City
1477,,,2,2,1,1,3,,,City
1478,,,4,2,,,6,,1,City
1479,,,6,6,,,6,,1,City
1480,,,,,2,2,2,,,City
1481,,,1,1,2,,1,1,,City
1482,,,1,1,,,2,,1,City
1483,,,2,2,1,,3,,1,City
1484,,,1,1,1,,3,,,City
1485,,,2,,,,1,2,,City
1486,,,1,,1,,2,,,City
1487,,,2,,2,,,,,City
1488,,,3,1,1,,3,,,City
1489,,,2,1,1,,1,1,,City
1490,,,1,1,,,4,,,City
1491,,,,,1,,,,,City
1492,,,6,1,,,6,2,,City
1493,,,3,1,1,1,3,2,,City
1494,,,3,,1,1,3,2,1,City
1495,,,3,1,,,4,,,City
1496,,,1,,,,1,,,City
1497,,,1,,1,,1,,,City
1498,,,4,4,,,4,,,City
1499,,,,,,,1,,,City
1500,,,7,5,1,,7,,,City
1501,,,5,4,,,,,2,City
1502,,,2,1,,,2,,1,City
1503,,,,,,,1,2,,City
1504,,,1,1,,,1,,,City
1505,,,2,1,,,2,,,City
1506,,,1,1,,,2,,,City
1507,,,9,8,,,9,,,City
1508,,,3,3,,,4,,,City
1509,,,1,1,,,1,,,City
1510,,,3,3,,,4,,1,City
1511,,,4,1,,,4,,,City
1512,,,4,3,1,,6,,,City
1513,,,4,4,,,4,,,City
1514,,,5,2,,,5,,,City
1515,1,,2,1,2,2,4,,,City
1516,,,4,,,,4,,,City
1517,,,6,6,,,,,,City
1518,,,4,4,1,,4,,1,City
1519,,,4,3,,,4,,1,City
1520,,,3,3,,,4,,,City
1521,,,3,3,,,3,,2,City
1522,,,,,,,2,,1,City
1523,,,4,2,,,7,,1,City
1524,,,1,1,1,,4,,1,City
1525,,,5,3,1,,7,,,City
1526,,,4,3,,,4,,,City
1527,,,4,4,,,4,,,City
1528,,,6,6,,,7,,,City
1529,,,4,2,,,3,,,City
1530,,,2,2,,,2,,1,City
1531,,,,,,,1,,,City
1532,,,3,,,,3,,,City
1533,,,2,,,,2,,,City
1534,,,7,5,2,1,9,,1,City
1535,,,1,,1,,3,,,City
1536,,,1,1,1,,1,,1,City
1537,,,1,,,,2,,,City
1538,,,4,2,1,,6,,,City
1539,,,2,1,,,2,,,City
1540,,,2,1,,,2,,,City
1541,,,2,,,,3,1,,City
1542,,,2,1,,,2,1,,City
1543,,,5,3,,,5,2,,City
1544,,,2,1,1,,3,,,City
1545,,,1,,,,1,,,City
1546,,,2,2,,,3,,,City
1547,,,4,4,,,4,,,City
1548,,,4,2,,,4,,,City
1549,,,3,2,,,3,,,City
1550,,,3,1,3,,6,,,City
1551,,,2,2,,,4,,,City
1552,,,2,2,,,2,,,City
1553,,,2,1,,,3,,,City
1554,,,6,6,,,6,,,City
1555,,,1,1,,,,1,,City
1556,,,3,3,,,6,,,City
1557,,,3,2,,,3,,1,City
1558,,,2,1,,,3,,,City
1559,,,4,4,1,,5,,2,City
1560,,,2,1,,,2,,,City
1561,,,1,,2,,1,1,,City
1562,,,3,2,,,4,,,City
1563,,,1,1,,,1,,1,City
1564,,,2,2,,,3,,,City
1565,,,2,2,,,3,,,City
1566,,,1,1,,,2,2,,City
1567,,,3,,,,4,,,City
1568,1,,3,,1,1,2,2,,City
1569,,,3,1,,,3,,,City
1570,,,2,1,,,,,,City
1571,,,2,2,,,2,,,City
1572,,,1,1,,,2,,,City
1573,,,3,3,1,,4,,,City
1574,1,,2,1,,,1,3,,City
1575,,,1,,1,,2,,1,City
1576,,,2,2,,,2,,,City
1577,,,4,1,,,8,,,City
1578,,,1,1,,,4,,,City
1579,,,3,3,,,3,,,City
1580,,,5,1,,,8,,2,City
1581,,,2,1,,,1,1,,City
1582,,,3,1,1,,3,,,City
1583,,,2,,1,,2,,,City
1584,,,,,1,,1,,,City
1585,,,3,2,,,3,,,City
1586,,,,,,,1,,,City
1587,,,2,1,,,2,,,City
1588,,,1,,1,,1,1,,City
1589,,,2,1,2,2,3,,2,City
1590,,,1,,,,1,,,City
1591,,,7,1,,,4,4,3,City
1592,,,3,3,1,1,4,,3,City
1593,,,3,3,2,2,7,,,City
1594,,,4,4,,,5,,,City
1595,,,3,2,,,3,,2,City
1596,,,2,1,,,2,,,City
1597,,,2,1,,,2,,,City
1598,,,1,,,,1,,,City
1599,,,3,2,,,5,,2,City
1600,,,2,2,,,2,,,City
1601,,,2,2,,,3,,,City
1602,,,2,2,,,2,,2,City
1603,,,7,7,,,9,,,City
1604,,,3,3,,,3,,,City
1605,,,5,5,,,7,,,City
1606,,,2,1,,,3,,3,City
1607,,,4,4,,,4,,2,City
1608,,,1,,,,,2,4,City
1609,,,1,1,,,2,,,City
1610,,,5,5,,,3,2,,City
1611,,,2,2,,,2,,1,City
1612,,,5,,,,7,,,City
1613,,,1,,,,1,,,City
1614,,,2,1,,,1,1,,City
1615,,,2,,1,,3,,,City
1616,,,6,5,,,7,,3,City
1617,,,2,1,,,1,,,City
1618,,,,,,,1,,,City
1619,,,3,1,,,6,,,City
1620,,,1,,,,2,,,City
1621,,,2,1,,,2,,,City
1622,1,,,,,,2,,,City
1623,1,1,2,,,,1,1,,City
1624,,,1,1,2,1,2,,,City
1625,,,4,1,1,1,3,1,,City
1626,,,2,2,,,,2,,City
1627,,,2,,,,3,,,City
1628,,,1,,3,,2,1,,City
1629,,,2,,1,,3,1,,City
1630,,,3,1,,,5,,2,City
1631,,,7,7,1,,8,,1,City
1632,,,5,4,1,,8,,,City
1633,1,,3,3,1,,7,,,City
1634,,,7,7,,,5,,,City
1635,,,8,7,,,8,,,City
1636,,,3,3,,,3,,,City
1637,4,,2,2,,,5,,,City
1638,,,2,1,1,1,2,,,City
1639,,,1,,2,2,2,,,City
1640,,,2,,,,3,,,City
1641,,,2,1,1,1,1,2,,City
1642,,,3,3,,,3,1,,City
1643,,,2,1,,,2,,,City
1644,,,5,3,,,6,,,City
1645,,,3,2,,,3,,,City
1646,,,4,2,,,4,2,,City
1647,,,5,2,1,,5,,2,City
1648,,,2,2,,,2,,1,City
1649,,,1,,1,1,2,,1,City
1650,,,1,1,,,2,,,City
1651,,,,,1,,2,,1,City
1652,,,3,2,1,1,3,,,City
1653,,,3,,1,,3,,,City
1654,,,1,1,1,,2,,1,City
1655,,,3,2,5,4,5,,,City
1656,,,,,2,,2,2,,City
1657,,,1,,,,1,1,,City
1658,,,,,,,1,,,City
1659,,,1,1,,,1,,1,City
1660,,,8,6,,,8,,,City
1661,,,1,1,4,2,4,,,City
1662,,,3,5,,,5,,,City
1663,,,7,7,,,7,,4,City
1664,,,2,2,,,3,,,City
1665,,,3,2,,,3,,2,City
1666,,,3,2,,,2,1,,City
1667,,,1,,,,1,,1,City
1668,,,4,2,,,4,,,City
1669,,,,,1,,1,,1,City
1670,,,4,4,1,,4,,,City
1671,,,1,1,,,1,,,City
1672,,,3,2,,,4,,,City
1673,,,1,1,,,1,,1,City
1674,,,3,3,1,2,3,,,City
1675,,,3,2,,,4,,,City
1676,,,1,1,,,2,,,City
1677,,,1,,,,2,,,City
1678,,,3,,,,2,2,,City
1679,,,3,3,,,3,,,City
1680,,,7,7,1,,7,,3,City
1681,,,7,7,,,8,,1,City
1682,,,1,,,,1,,,City
1683,,,2,2,,,2,,,City
1684,1,,4,4,,,2,4,,City
1685,,,5,4,,,12,,,City
1686,,,1,1,,,2,,,City
1687,,,2,2,,,2,,,City
1688,,,2,2,,,4,,,City
1689,,,4,,,,8,,3,City
1690,,,4,3,3,,9,,,City
1691,,,3,3,,,3,,2,City
1692,,,2,1,,,2,,,City
1693,,,4,4,,,6,,,City
1694,,,,,,,1,,,City
1695,,,1,,,,2,2,,City
1696,,,,,1,,1,1,,City
1697,,,2,,,,3,,,City
1698,,,,,,,1,,,City
1699,,,1,1,1,,2,,1,City
1700,,,4,3,,,5,,2,City
1701,,,3,,,,3,,1,City
1702,,,2,1,,,2,,,City
1703,,,1,,1,,3,,1,City
1704,,,2,2,,,2,,1,City
1705,,,2,2,,,2,,1,City
1706,,,5,5,,,6,,,City
1707,,,1,,,,3,,,City
1708,,,,,,,2,,,City
1709,,,2,2,,,3,,,City
1710,,,4,3,1,,5,,2,City
1711,,,2,2,,,3,,,City
1712,,,5,4,,,6,,4,City
1713,,,3,3,1,,4,,,City
1714,,,2,1,,,3,,,City
1715,,,3,1,,,3,,,City
1716,,,,,,,1,,,City
1717,,,2,2,,,2,,,City
1718,,,2,2,,,2,,,City
1719,,,1,,,,1,5,,City
1720,,,1,,,,1,1,,City
1721,,,4,1,,,4,,4,City
1722,,,4,4,,,4,,4,City
1723,,,3,3,,,3,,,City
1724,,,1,,,,1,,,City
1725,,,1,,2,1,3,1,,City
1726,,,,,,,1,1,,City
1727,,,2,,,,3,,,City
1728,,,,,,,1,,,City
1729,,,2,1,1,,2,,,City
1730,,,4,4,,,4,,,City
1731,,,2,1,,,2,,2,City
1732,,,2,,1,,5,,1,City
1733,,,1,,,,1,,,City
1734,,,5,4,,,6,,1,City
1735,,,3,3,,,5,,,City
1736,,,3,1,,,3,,,City
1737,,,1,1,,,3,,,City
1738,,,3,1,,,4,,,City
1739,,,3,3,,,3,,,City
1740,,,1,,,,1,,,City
1741,,,3,1,1,,4,,,City
1742,,,2,1,,,3,,,City
1743,,,7,7,1,,11,2,,City
1744,,,1,,,,3,1,,City
1745,,,2,1,,,3,2,,City
1746,,,3,3,,,4,,,City
1747,,,1,,,,3,,,City
1748,,,,,,,1,,,City
1749,,,1,,,,1,,,City
1750,,,2,1,,,4,,,City
1751,,,2,1,,,4,,,City
1752,,,,,,,1,,,City
1753,,,2,2,,,2,,,City
1754,,,2,1,1,,3,,,City
1755,,,3,1,2,2,3,,,City
1756,,,3,2,,,5,,,City
1757,,,3,1,,,3,,,City
1758,,,2,,,,,,,City
1759,,,2,2,,,3,,,City
1760,,,2,2,,,2,,,City
1761,,,2,2,,,2,,,City
1762,,,1,,1,,2,,1,City
1763,,,2,,,,2,,,City
1764,,,2,1,,,2,,,City
1765,,,4,2,1,1,7,,1,City
1766,,,,,1,,1,,,City
1767,,,2,,1,,3,,,City
1768,,,1,,,,1,,,City
1769,,,,,,,1,,,City
1770,,,1,,,,1,1,,City
1771,,,1,,,,6,,,City
1772,,,1,,,,2,,,City
1773,,,1,,1,1,2,,,City
1774,,,1,,,,1,1,,City
1775,,,1,1,,,1,,,City
1776,1,,6,4,,,7,,,City
1777,,,2,1,,,3,,,City
1778,,,2,,,,3,,1,City
1779,,,5,3,,,5,,1,City
1780,,,6,2,,,6,,,City
1781,,,4,2,,,4,,1,City
1782,,,3,2,1,,,4,,City
1783,,,3,2,,,4,,,City
1784,,,5,5,,,8,,1,City
1785,,,,,,,2,,,City
1786,,,1,1,,,4,,,City
1787,,,2,2,,,2,,1,City
1788,,,1,,,,,,,City
1789,,,4,3,2,1,5,,3,City
1790,,,2,1,,,3,,,City
1791,,,2,2,,,3,,1,City
1792,,,1,1,,,1,,,City
1793,,,2,2,,,,2,,City
1794,,,,,,,1,1,,City
1795,,,,,1,,3,,,City
1796,,,2,2,,,5,,1,City
1797,,,4,3,,,5,,1,City
1798,,,3,1,2,,6,,,City
1799,,,1,1,2,,3,,,City
1800,,,1,,,,1,,1,City
1801,,,2,2,,,,,1,City
1802,,,1,1,,,1,,,City
1803,,,7,7,,,3,5,,City
1804,,,2,2,,,,2,,City
1805,,,,,,,1,,1,City
1806,,,1,,1,,1,1,,City
1807,,,2,2,,,1,1,,City
1808,,,3,1,,,5,,,City
1809,,,1,1,,,2,,,City
1810,,,,,,,1,,,City
1811,,,,,,,1,,,City
1812,,,2,,,,2,,,City
1813,,,2,,1,,2,2,,City
1814,,,3,3,,,4,,3,City
1815,,,1,,,,2,,,City
1816,,,1,,,,1,1,1,City
1817,,,6,5,,,5,1,2,City
1818,,,1,1,,,1,,,City
1819,,,2,2,,,3,,,City
1820,,,2,1,,,2,,1,City
1821,,,1,1,,,1,,,City
1822,,,,,,,1,,,City
1823,,,6,3,2,,7,2,4,City
1824,,,1,,,,1,,,City
1825,,,,,1,,1,,,City
1826,,,3,3,,,4,,,City
1827,,,2,2,,,2,,,City
1828,1,,1,1,,,1,1,1,City
1829,,,2,1,1,,4,,1,City
1830,,,,,,,1,,,City
1831,,,1,,,,1,,,City
1832,,,3,2,,,4,,,City
1833,,,4,4,,,3,1,1,City
1834,,,4,3,,,4,,1,City
1835,,,1,,,,2,,,City
