ID,Males intemperate,Females intemperate,Can read,Can write,Born slaves,Bought freedom,Attend religious meetings,Not attend religious meetings,Belong to temperance societies,Source
3713,,,1,,,,,2,,Southwark and Moyamensing
3714,,,1,,,,,2,,Southwark and Moyamensing
3715,,,2,,,,1,,,Southwark and Moyamensing
3716,,,,1,,,2,,,Southwark and Moyamensing
3717,,,2,1,,,,2,,Southwark and Moyamensing
3718,,,,,,,2,,,Southwark and Moyamensing
3719,,,,1,,,,2,,Southwark and Moyamensing
3720,,,,2,,,2,,,Southwark and Moyamensing
3721,,,1,,,,1,1,,Southwark and Moyamensing
3722,,,,1,,,2,,,Southwark and Moyamensing
3723,,,1,,,,3,,,Southwark and Moyamensing
3724,,,,1,,,,2,,Southwark and Moyamensing
3725,,,,,,,2,,,Southwark and Moyamensing
3726,,,,1,1,1,2,,,Southwark and Moyamensing
3727,,,2,1,,,2,1,,Southwark and Moyamensing
3728,,,2,1,,,2,,,Southwark and Moyamensing
3729,,,,,,,,1,,Southwark and Moyamensing
3730,,,1,,,,1,,,Southwark and Moyamensing
3731,,,,,,,,,,Southwark and Moyamensing
3732,,,1,,,,2,,,Southwark and Moyamensing
3733,,,,1,,,1,,,Southwark and Moyamensing
3734,,,2,1,,,,2,,Southwark and Moyamensing
3735,,,2,,,,4,,,Southwark and Moyamensing
3736,,,,,1,1,,1,,Southwark and Moyamensing
3737,,,,4,,,5,,,Southwark and Moyamensing
3738,,,1,,,,2,,,Southwark and Moyamensing
3739,,,,3,,,,3,,Southwark and Moyamensing
3740,,,1,,,,2,,,Southwark and Moyamensing
3741,,,,3,,,2,,1,Southwark and Moyamensing
3742,,,,1,,,2,,,Southwark and Moyamensing
3743,,,,2,,,4,,,Southwark and Moyamensing
3744,,,,,,,1,,,Southwark and Moyamensing
3745,,,1,1,,,2,,,Southwark and Moyamensing
3746,1,,,,,,,,,Southwark and Moyamensing
3747,,,,4,,,3,,,Southwark and Moyamensing
3748,,,2,1,,,2,,,Southwark and Moyamensing
3749,,,,,,,1,1,,Southwark and Moyamensing
3750,,,1,,,,,2,,Southwark and Moyamensing
3751,,,3,1,,,,4,,Southwark and Moyamensing
3752,,,1,,,,,2,,Southwark and Moyamensing
3753,,,,,,,,1,,Southwark and Moyamensing
3754,,,,5,,,1,3,,Southwark and Moyamensing
3755,,,3,1,,,2,,,Southwark and Moyamensing
3756,,,2,,,,2,,,Southwark and Moyamensing
3757,,,2,1,,,2,,1,Southwark and Moyamensing
3758,,,,2,,,6,,,Southwark and Moyamensing
3759,,,,5,,,2,,,Southwark and Moyamensing
3760,,,,2,,,2,,1,Southwark and Moyamensing
3761,,,1,,,,2,,,Southwark and Moyamensing
3762,,,,,,,1,,,Southwark and Moyamensing
3763,,,2,,,,1,1,,Southwark and Moyamensing
3764,,,,1,,,,,,Southwark and Moyamensing
3765,,,,1,,,,2,,Southwark and Moyamensing
3766,,,,,,,,2,,Southwark and Moyamensing
3767,,,,,2,,2,,1,Southwark and Moyamensing
3768,,,,4,,,4,,,Southwark and Moyamensing
3769,,,,1,,,3,,,Southwark and Moyamensing
3770,,,,5,,,5,,1,Southwark and Moyamensing
3771,,,1,1,,,2,,,Southwark and Moyamensing
3772,,,1,,,,,,,Southwark and Moyamensing
3773,,,,2,,,2,,,Southwark and Moyamensing
3774,,,2,1,,,2,,,Southwark and Moyamensing
3775,,,3,,,,2,,1,Southwark and Moyamensing
3776,,,1,,1,,2,,,Southwark and Moyamensing
3777,,,1,,,,3,,1,Southwark and Moyamensing
3778,,,,6,,,4,,,Southwark and Moyamensing
3779,,,4,3,,,4,,,Southwark and Moyamensing
3780,,,,1,,,,,,Southwark and Moyamensing
3781,,,1,,,,2,,,Southwark and Moyamensing
3782,,,,,,,2,,,Southwark and Moyamensing
3783,,,,1,,,1,,,Southwark and Moyamensing
3784,1,1,,,,,,2,,Southwark and Moyamensing
3785,,,,1,,,7,,7,Southwark and Moyamensing
3786,,,,2,,,2,,,Southwark and Moyamensing
3787,,,,3,,,2,1,2,Southwark and Moyamensing
3788,,,,1,,,1,2,,Southwark and Moyamensing
3789,,,,,,,1,1,,Southwark and Moyamensing
3790,,,,,,,2,1,,Southwark and Moyamensing
3791,1,1,,,,,,2,,Southwark and Moyamensing
3792,,,,,,,2,,1,Southwark and Moyamensing
3793,,,,,,,,3,,Southwark and Moyamensing
3794,,,3,3,,,3,,1,Southwark and Moyamensing
3795,,,,,,,1,,,Southwark and Moyamensing
3796,,,1,,,,1,,,Southwark and Moyamensing
3797,,,,2,,,2,,,Southwark and Moyamensing
3798,,,,,1,,,3,,Southwark and Moyamensing
3799,,,1,,,,3,,,Southwark and Moyamensing
3800,,,,,,,2,,,Southwark and Moyamensing
3801,,,3,1,,,2,,,Southwark and Moyamensing
3802,2,,3,,,,,3,,Southwark and Moyamensing
3803,,,,5,,,2,,,Southwark and Moyamensing
3804,,,5,1,,,4,,,Southwark and Moyamensing
3805,,,1,,,,,,,Southwark and Moyamensing
3806,,,,,,,,3,,Southwark and Moyamensing
3807,,,,,,,2,,,Southwark and Moyamensing
3808,,,,2,,,2,,,Southwark and Moyamensing
3809,,,1,,,,2,2,,Southwark and Moyamensing
3810,,,,1,,,3,,2,Southwark and Moyamensing
3811,,,2,1,,,2,,,Southwark and Moyamensing
3812,,,,1,,,1,,,Southwark and Moyamensing
3813,,,,,,,,,,Southwark and Moyamensing
3814,,,,1,1,,1,,,Southwark and Moyamensing
3815,,,,,,,,2,,Southwark and Moyamensing
3816,,,,1,,,2,,,Southwark and Moyamensing
3817,,,2,1,,,2,,,Southwark and Moyamensing
3818,,,,1,,,2,,,Southwark and Moyamensing
3819,,,,7,,,2,,,Southwark and Moyamensing
3820,,,2,,,,2,,,Southwark and Moyamensing
3821,,,3,1,,,3,,,Southwark and Moyamensing
3822,,,,,,,2,,,Southwark and Moyamensing
3823,,,,3,,,3,,1,Southwark and Moyamensing
3824,,,,2,,,2,,,Southwark and Moyamensing
3825,,,,,,,1,,,Southwark and Moyamensing
3826,,,,,1,,,,,Southwark and Moyamensing
3827,,,,1,,,3,,,Southwark and Moyamensing
3828,1,1,,,,,,3,,Southwark and Moyamensing
3829,,,,,2,,2,,,Southwark and Moyamensing
3830,,,1,,,,2,,,Southwark and Moyamensing
3831,,,,2,,,2,,,Southwark and Moyamensing
3832,,,,,,,3,,1,Southwark and Moyamensing
3833,,,,,,,,2,,Southwark and Moyamensing
3834,,,,,,,1,,,Southwark and Moyamensing
3835,,,1,,,,1,,,Southwark and Moyamensing
3836,,,3,2,,,3,,1,Southwark and Moyamensing
3837,,,1,,,,2,,,Southwark and Moyamensing
3838,,,,1,,,,,,Southwark and Moyamensing
3839,3,,1,,,,2,,1,Southwark and Moyamensing
3840,,,,5,,,5,,1,Southwark and Moyamensing
3841,,,2,,,,,3,,Southwark and Moyamensing
3842,,,2,,,,,2,,Southwark and Moyamensing
3843,,,,7,,,5,,1,Southwark and Moyamensing
3844,,,,2,,,2,,,Southwark and Moyamensing
3845,,,,,,,1,,,Southwark and Moyamensing
3846,,,,,,,,3,,Southwark and Moyamensing
3847,,,,3,,,1,2,,Southwark and Moyamensing
3848,,,,,,,1,,,Southwark and Moyamensing
3849,,,1,,,,,2,,Southwark and Moyamensing
3850,,,,2,,,1,1,,Southwark and Moyamensing
3851,,,,1,,,2,,,Southwark and Moyamensing
3852,,,1,,1,,,,,Southwark and Moyamensing
3853,,,,,,,1,,,Southwark and Moyamensing
3854,,,7,2,3,,5,,,Southwark and Moyamensing
3855,,,2,,,,2,,,Southwark and Moyamensing
3856,,,,1,,,,1,,Southwark and Moyamensing
3857,,,1,,,,2,,,Southwark and Moyamensing
3858,,,,2,,,2,,,Southwark and Moyamensing
3859,,1,2,,,,1,2,,Southwark and Moyamensing
