439,. . . . . . . . . . .,. . . . . . .,,,,,
440,lab in stove store part of the time . . .,. . . . . . .,,,,,
441,various very little . . . . . . . .,. . . . . . .,,,,,
442,rag dealer . . . . . . . . .,. . . . . . .,,,,,
443,rag dealer . . . . . . . . .,. . . . . . .,,,,,
444,. . . . . . . . . . .,. . . . . . .,,,,,
445,. . . . . . . . . . .,. . . . . . .,,,,,
446,waiter . . . . . . . . . .,. . . . . . .,,,,,
447,stevedore irregular . . . . . . . . .,. . . . . . .,,,,,
448,porter . . . . . . . . . .,. . . . . . .,,,,,
449,cant tell . . . . . . . . .,. . . . . . .,,,,,
450,waiter . . . . . . . . . .,. . . . . . .,,,,,
451,waiter . . . . . . . . . .,. . . . . . .,,,,,
452,waiter . . . . . . . . . .,. . . . . . .,,,,,
453,paster central presbyterian church . . . . . . .,. . . . . . .,,,,,
454,. . . . . . . . . . .,. . . . . . .,,,,,
455,seaman . . . . . . . . . .,. . . . . . .,,,,,
456,. . . . . . . . . . .,. . . . . . .,,,,,
457,waiter . . . . . . . . . .,. . . . . . .,,,,,
458,. . . . . . . . . . .,. . . . . . .,,,,,
459,. . . . . . . . . . .,. . . . . . .,,,,,
460,laborer . . . . . . . . . .,. . . . . . .,,,,,
461,. . . . . . . . . . .,. . . . . . .,,,,,
462,porter . . . . . . . . . .,. . . . . . .,,,,,
463,. . . . . . . . . . .,. . . . . . .,,,,,
464,. . . . . . . . . . .,. . . . . . .,,,,,
465,. . . . . . . . . . .,. . . . . . .,,,,,
466,. waiter . . . . . . . . .,1 . . . . . .,,,,,
467,steward ab . . . . . . . . .,. . . . . . .,,,,,
468,boot blacks ab . . . . . . . .,. . . . . . .,,,,,
469,boot blacks ab . . . . . . . .,. . . . . . .,,,,,
470,wood sawing when able . . . . . . .,. . . . . . .,,,,,
471,. . . . . . . . . . .,. . . . . . .,,,,,
472,cake baker . . . . . . . . .,. . . . . . .,,,,,
473,. . . . . . . . . . .,. . . . . . .,,,,,
474,. . . . . . . . . . .,. . . . . . .,,,,,
475,. . . . . . . . . . .,. . . . . . .,,,,,
